id,run_id,game_time_seconds,round,option_1,option_2,option_3,selected_option,decision_ms,rerolls
3a18d590-213a-4da5-b576-25d473f18187,caf16c51-3c9d-4af3-a29b-57ac07f87506,197,5,Trébol,Infierno,Vampirismo II,Infierno,982,0
3a232992-da50-4c1f-96fc-702873b4bb27,6ed179b4-89b7-43c6-822a-653ff5ce4b9d,164,5,Venganza II,Infierno,Codicia,Infierno,1865,0
3a38fa9c-1970-49a1-b4c5-0f257cd99d69,7546a5ef-7cb3-4608-8e5e-89703199492a,92,4,Venganza I,Cadencia I,Botas ligeras,Cadencia I,2146,0
3a405cfd-6493-48e8-8449-6946e3a3b677,8c8dc550-93e5-4ed0-b7de-35848833931a,74,3,Vampirismo I,Imán I,Disparo rápido,Disparo rápido,3478,0
3a4a9621-99f9-4bc7-bde9-c8c3c1e9494c,3f71376e-8540-44d6-8916-5cd239cd8db6,157,5,Vitalidad II,Onda expansiva,Cadencia I,Vitalidad II,2643,0
3a4ca3ae-32ea-4c96-a3e6-6d3d01964b6c,a6d1ed5d-2cb9-4cee-ab6d-4425ab35a53d,46,3,Puntería II,Esquiva II,Vampirismo II,Puntería II,2140,0
3a5321f1-6cfb-43ba-bd5c-a0f90a437e23,40670b81-b267-43df-9a3a-56f504bf6354,16,1,Cadencia II,Botas ligeras,Daño II,Daño II,1781,0
3a7c3304-5448-4a3e-8838-9b9343062044,6d6c8b0a-7f32-4120-864f-1757d438c8a5,43,2,Aura I,Venganza II,Puntería II,Venganza II,3900,0
3a7ee73c-7cdc-44f7-a00e-c5e47dc8b3a7,7977afbe-8e55-42c2-93d8-26664e97cf4e,260,5,Vampirismo I,Regeneración II,Suerte menor,Regeneración II,2545,0
3a8b3178-9f4e-4cee-8c40-a3084c73f8a5,689bcacd-5e06-4be3-be11-3e60dc829331,199,5,Suerte mayor,Esquiva II,Imán I,Suerte mayor,774,0
3a9b8d67-49ec-467a-a406-d991fd067fc6,23ab4078-96b4-4d96-83ad-65a4abe8e1b9,154,3,Imán I,Vampirismo II,Botas ligeras,Botas ligeras,3959,0
3aaf53fa-c558-4e30-88e1-e173e002300a,afaa0155-d8f3-4a19-a679-8ef47249787c,52,2,Botas ligeras,Cadencia II,Venganza I,Cadencia II,2100,0
3abb5932-a557-4586-85bd-66a565f1e2d4,c2df6f2d-07f9-4a83-8136-fc23784b3bfd,122,5,Suerte menor,Sabiduría,Pulso I,Sabiduría,1079,0
3abba18e-ce0a-43cb-afcc-9dae3dfd2c9a,621165b4-b72a-4b51-aca8-8901fdd12de6,13,1,Imán II,Venganza II,Disparo rápido,Disparo rápido,11079,0
3ac3e0a5-2d2c-438d-9253-57cf4df1db7f,a6d1ed5d-2cb9-4cee-ab6d-4425ab35a53d,67,4,Vampirismo I,Vampirismo II,Esquiva II,Esquiva II,2595,0
3ac9d5c9-802d-42a4-aa7b-c497e894070e,23ab4078-96b4-4d96-83ad-65a4abe8e1b9,228,4,Regeneración I,Vampirismo II,Suerte,Suerte,2958,0
3ad6f9a1-0795-4fdb-8f29-5809c04108fe,93bad4a3-b6cc-4716-8212-ae631efe5f35,108,4,Sabiduría,Singularidad,Aura intensa,Singularidad,1043,0
3ae59758-abb5-4f72-b214-33839e85b34b,bb33ae0e-0e76-43dc-8d46-8bc833341d89,33,1,Esquiva I,Botas veloces,Corazón de hierro,Botas veloces,6881,0
3afef07b-1f44-46d2-9ce1-84e6de29c89a,dd46af74-5e44-481c-961c-44a1df094eb7,42,2,Bastión,Vampirismo IV,Puntería II,Vampirismo IV,7665,0
3b0363bf-b3e8-48ce-96c8-80dc459a234b,7977afbe-8e55-42c2-93d8-26664e97cf4e,28,1,Codicia,Vitalidad II,Regeneración I,Vitalidad II,1800,0
3b11c791-4a98-4912-ac5e-701ccba4f71b,3e3efb61-24e5-429d-852c-19f4e9fc411c,83,3,Pulso I,Puntería I,Vampirismo IV,Puntería I,298,0
3b202bca-0a15-40f1-8da4-643d20d25b1e,c2df6f2d-07f9-4a83-8136-fc23784b3bfd,13,1,Aura I,Cadencia I,Vampirismo I,Cadencia I,2721,0
3b2d56ef-1577-423d-bd32-0ae92d7f730e,7031b138-ad7f-4da4-a7d4-d8b5e3ecd4df,89,5,Vampirismo II,Imán I,Vitalidad legendaria,Vitalidad legendaria,772,0
3b2e430c-aca5-49a8-9384-25a5d01b8cd3,7c364856-4292-498d-ab1a-e6d80a700e44,228,5,Imán II,Vitalidad legendaria,Cadencia II,Vitalidad legendaria,1516,0
3b341944-5648-4678-95b8-b7610e1455c5,92d8e45d-01ab-4c73-a57a-7ca89a92dea1,147,5,Esquiva II,Campo magnético,Alcance I,Campo magnético,9389,0
3b3c7777-4106-48a7-ae70-d647a8784661,b329c955-b2ea-4ee5-a9a9-c23be8ef1b97,89,3,Aura II,Regeneración I,Imán II,Regeneración I,1734,0
3b4a3e6a-2bd6-4735-9992-4e008adc0c57,51e201a5-8671-4003-b7bf-2453a27f8181,76,3,Disparo rápido,Esquiva II,Venganza II,Disparo rápido,1942,0
3b7e81fb-2e6f-4667-a612-dbb547a79df9,689bcacd-5e06-4be3-be11-3e60dc829331,69,2,Flecha ardiente,Puntería I,Suerte menor,Flecha ardiente,5134,0
3b8cd7dc-0bec-44ed-ac85-6bb9e5e870fd,cacce394-6c33-4073-8334-66ead8905bb1,122,4,Daño masivo,Venganza I,Aura I,Daño masivo,5154,0
3bcf45ac-a07d-4515-bf9c-823460c104c0,9face13f-c901-4cc0-9f9a-dd9efc6d4887,86,3,Regeneración II,Cadencia I,Pulso I,Cadencia I,3816,0
3be60386-e34b-47ff-a20f-fbf157535674,32f853da-62d8-4f61-8ed7-32f77c52f2c5,110,4,Vampirismo II,Trébol,Bastión,Bastión,4344,0
3c1697f9-9375-4343-8e47-058014e91157,bd702323-3ac9-41e4-a523-36ce1e6ee464,45,2,Esquiva I,Ráfaga infinita,Puntería II,Ráfaga infinita,1131,0
3c402b93-59d5-4510-8326-997d9be9d0d7,342b9a7e-5e72-4d0d-b90e-57947496b99e,231,5,Alcance I,Alcance II,Vampirismo I,Alcance II,2217,0
3c430c6c-7314-4b8c-a94e-15f604b93313,12b80902-760c-44ca-ad02-905a58cf4b1e,348,5,Cadencia II,Suerte mayor,Regeneración II,Suerte mayor,4930,0
3c477065-848f-4e4f-a6f6-81b525bd2665,168647f2-0e56-4d4d-8b84-b57b16dc88ff,183,4,Suerte mayor,Alcance I,Imán I,Imán I,7008,0
3c4bb222-8abe-4a44-9700-9c25fe50a11f,858e8d70-6151-46c8-ae86-08a6672d77f6,40,2,Regeneración I,Corazón de hierro,Alcance I,Corazón de hierro,1185,0
3c4dd153-34a4-4b00-b05e-0c40d4e29f13,eb6ae233-5b63-4bfa-b563-5d9dab5e9da8,73,3,Trébol,Venganza I,Vitalidad II,Vitalidad II,2427,0
3c61310c-1570-4c31-a1bd-d2d7624d812d,7546a5ef-7cb3-4608-8e5e-89703199492a,79,4,Vitalidad II,Alcance I,Daño II,Alcance I,2981,0
3c684a47-58ec-40b3-bad8-87a0c9454ccd,b6337ca6-0416-46b6-a9ed-a78d8ea4fa08,90,4,Aura II,Suerte menor,Suerte,Suerte,1983,0
3c738a17-f4c5-4faf-9d21-b83b0ca74fff,547c202d-b1b3-4c60-99a5-8ea4b22b788b,55,3,Ráfaga infinita,Infierno,Intangible,Ráfaga infinita,1899,0
3c8689a9-77eb-4b50-8454-d1812fb81944,262290b4-7470-4bf4-b2bf-279c0874fdc2,85,2,Regeneración II,Cadencia I,Vampirismo I,Cadencia I,3217,0
3c915a03-292e-42f0-9162-210412f7534c,70148665-4c49-4e80-9e8d-bfddc9aaebd0,241,5,Cadencia I,Venganza II,Aura I,Venganza II,2326,0
3c9d7fab-1b80-4edc-a2ee-b749a67d3b2c,9ab3cb58-4328-49e5-83a8-a1dbb1e96fa3,94,3,Daño I,Regeneración II,Regeneración I,Regeneración I,2049,0
3ca4ef1d-2a43-4165-a9c3-637ad8ab9ae2,6f93e1ac-02d4-4851-9145-f230dc3f0436,48,2,Regeneración I,Infierno,Botas ligeras,Infierno,1741,0
3caaff63-ab5d-42c1-8a1e-afec3f769699,06fe9657-81a8-498e-98e3-7a0a247229de,46,2,Imán II,Vitalidad II,Regeneración I,Vitalidad II,1637,0
3cb0fb6a-d4da-497e-b824-31d322c48d78,f09784ea-cb6a-4d4f-8b68-c36060821e1a,279,5,Cadencia II,Alcance I,Cadencia I,Alcance I,3122,0
3cb64845-ed74-4948-b6b0-748efe7c6786,f09784ea-cb6a-4d4f-8b68-c36060821e1a,374,5,Suerte menor,Imán II,Onda expansiva,Onda expansiva,2529,0
3cb6fdd7-af9a-404c-a7e8-862e99622c0e,5f346316-7b98-4fed-9d5e-0aace5ac2f77,98,3,Puntería I,Trébol,Venganza II,Venganza II,1433,0
3cd4210d-d6c6-42a7-8b5e-a4037608ed9f,5301e41a-4687-4d81-abd5-9103dd9d50e5,78,3,Botas ligeras,Suerte mayor,Venganza I,Suerte mayor,1104,0
3cdff0bf-bb49-4ea8-a3b4-cef625d1b551,9d8bbd50-38f6-4adb-b6bd-75316bcbdefc,97,3,Botas ligeras,Venganza II,Daño I,Venganza II,1562,0
3ce5fd4a-8302-4e93-9cc9-fa363c614745,9face13f-c901-4cc0-9f9a-dd9efc6d4887,248,5,Venganza II,Regeneración III,Botas ligeras,Regeneración III,3484,0
3cfed8c4-6349-4ad5-98c8-f5f5477b1270,e8e70be3-66e8-4abd-8157-b58ad3ccc5e4,94,4,Vampirismo III,Daño masivo,Flecha ardiente,Daño masivo,8529,0
3d152d9c-6065-4435-9bc3-0db5c3c5c5f3,525e6543-d63d-4785-b687-fc62572801c7,77,2,Vampirismo I,Venganza I,Cadencia I,Cadencia I,217,0
3d194c95-6ead-4175-8634-d07da7ef779f,02f1bdb0-befd-484c-bafd-e0885d364786,184,4,Puntería II,Vampirismo II,Cadencia I,Cadencia I,3490,0
3d39731c-58c9-41ca-a008-7f78508be66b,bd702323-3ac9-41e4-a523-36ce1e6ee464,105,5,Aura divina,Infierno,Rebote,Aura divina,8447,0
3d3f3a87-312b-407a-88ed-1c063107060f,79cce2e0-a462-4d63-81d1-e8d2ee2a09fc,246,5,Viento esquivo,Infierno,Alcance II,Viento esquivo,3476,0
3d420400-f000-465c-ac03-d45a6802b317,12a9ff81-ed85-4e81-b71e-625079debd23,175,5,Regeneración I,Venganza II,Imán I,Venganza II,5183,0
3d4c064c-4b61-4941-9f93-7d167c14586f,e7a3224f-83fb-4c12-8455-7055cd163174,91,3,Venganza III,Esquiva II,Furia,Furia,1349,0
3d664b1a-2f7d-4421-a037-4272bd0faa1c,34d0417c-4143-4fc0-a37a-6017fdc07b44,61,2,Botas ligeras,Aura I,Botas veloces,Botas veloces,2367,0
3d715d23-7cb4-46ce-8f89-51318516d814,39139dd7-19b0-4fa3-9fb3-94f2cdf42553,25,1,Cadencia I,Venganza II,Regeneración II,Regeneración II,11061,0
3d7db1ad-0a22-4f39-b48e-2336fb32505b,8c8dc550-93e5-4ed0-b7de-35848833931a,9,1,Esquiva II,Regeneración IV,Daño I,Daño I,4250,0
3d8739bd-535a-4449-a040-b3f090791cd7,9face13f-c901-4cc0-9f9a-dd9efc6d4887,76,2,Vampirismo II,Vitalidad II,Botas ligeras,Botas ligeras,1851,0
3d9386a1-0d27-4be4-b3de-a832e9e808b7,dd46af74-5e44-481c-961c-44a1df094eb7,346,5,Corazón de hierro,Imán II,Daño II,Corazón de hierro,3907,0
3db7508e-4198-4b0e-92a6-e591edad9550,34d0417c-4143-4fc0-a37a-6017fdc07b44,248,2,Daño II,Imán II,Regeneración II,Imán II,10484,0
3dd6d26a-d628-4c32-8010-bd61112165b6,6683724d-4b30-470e-b677-f0abfa3ca6d2,147,3,Botas ligeras,Onda expansiva,Imán I,Onda expansiva,16663,0
3dfbffb4-686f-499e-9800-20531f0d2d32,81b98eed-3c9b-4dac-a7cf-101b8d758192,63,2,Daño I,Aura I,Vitalidad II,Daño I,150,0
3e06b9b8-f52e-40bf-ae0e-425c84170234,42f13b81-8a0e-4acd-8ce8-8270f40d08b1,289,5,Venganza I,Imán II,Furia,Furia,4338,0
3e08f849-7f7c-4ba0-92dd-f785705698be,70148665-4c49-4e80-9e8d-bfddc9aaebd0,160,5,Puntería II,Imán I,Aura I,Imán I,1002,0
3e2f814f-103c-4a22-93a0-2cf50675e809,6f93e1ac-02d4-4851-9145-f230dc3f0436,31,2,Imán I,Aura II,Aura I,Aura II,4055,0
3e30ec02-0b6e-4e3a-a52f-87196591e1f0,dd46af74-5e44-481c-961c-44a1df094eb7,293,5,Daño II,Reflejos felinos,Regeneración II,Daño II,3213,0
3e32a773-82d8-42c7-b96f-6e5f8183fa36,0c5e03c1-121d-4c92-affb-7ee2298844f7,164,5,Esquiva I,Alcance I,Venganza I,Esquiva I,2237,0
3e404cee-3553-439c-8465-af9b6fcfaad5,e8892054-5eeb-4a73-888c-042ff814e38b,21,1,Daño I,Suerte,Imán II,Imán II,7557,0
3e40d968-7c58-4f62-a4d6-48e1ddf94445,6f344d23-060f-487f-9a19-960432103187,191,5,Aura legendaria,Lluvia de flechas,Regeneración IV,Aura legendaria,3866,0
3e423412-d183-4463-9d89-bc30262d9cfc,23740e2a-e875-442f-a84f-aba564335f30,375,5,Suerte mayor,Flecha extra,Reflejos felinos,Flecha extra,4366,0
3e4921d8-0447-4c98-9416-1ed52f1131e6,0acd8809-8a3f-44e8-8ec9-03fb2ebfa02b,23,1,Regeneración I,Cadencia I,Esquiva II,Esquiva II,1476,0
3e4cf693-8fd3-4e71-91bb-c3b2d16a1f39,4c3ee856-dc8a-44b9-af4c-599ed8f7cff0,54,3,Botas ligeras,Vampirismo II,Suerte menor,Botas ligeras,12230,0
3e6622ec-b045-4123-b815-70e09bb1cfb5,cacce394-6c33-4073-8334-66ead8905bb1,32,2,Puntería I,Cadencia II,Cadencia I,Puntería I,3455,0
3e6a7e21-fdb2-44f6-9ee4-3514663f0673,23740e2a-e875-442f-a84f-aba564335f30,268,5,Llama eterna,Aura intensa,Vitalidad legendaria,Aura intensa,6600,0
3e700e9a-4b79-4d92-a34c-cc02751b5878,202b46e4-ad32-49b1-a99e-7a43a68118f3,108,4,Aura II,Reflejos felinos,Disparo rápido,Disparo rápido,3130,0
3e780119-90d8-49e7-9dda-c6c8245266bd,4bfb2dd5-6f1f-475f-8dfa-3073d34d9f8a,107,3,Imán II,Daño I,Codicia,Daño I,3717,0
3e7e1be2-3a8c-4d90-ab02-7354aae12079,e8e70be3-66e8-4abd-8157-b58ad3ccc5e4,103,5,Regeneración II,Rebote,Puntería II,Rebote,6829,0
3ea22ce7-d840-4bf8-b1be-4c42a450a69d,81897b06-fd81-4935-9f3e-1c168deb59e9,323,5,Puntería II,Esquiva II,Cadencia II,Esquiva II,2085,0
3ea312e8-a777-45a4-b120-546e4cef59d6,bd4d300a-53d4-4b24-ad46-64d19ab0e84c,80,3,Botas ligeras,Vampirismo I,Botas veloces,Botas veloces,4774,0
3eaf92e5-bdea-4501-a077-ed1696bc70bb,dd46af74-5e44-481c-961c-44a1df094eb7,91,2,Cadencia I,Vampirismo I,Bastión,Cadencia I,4340,0
3eb80a7e-fb2d-4ca8-b622-0db086272575,7cbc6bac-31b7-4341-8e27-9e0e39ea6ad5,10,1,Imán I,Daño II,Vampirismo III,Vampirismo III,11476,0
3eba8f64-b3a5-497b-9a6b-ad22695e1576,621165b4-b72a-4b51-aca8-8901fdd12de6,88,4,Suerte,Imán II,Venganza letal,Venganza letal,5377,0
3ebdc5b4-016a-4664-8714-9435617689d7,9e43f054-b7f0-4a0e-ab92-f14b62b69f0f,142,5,Aura I,Trébol,Venganza I,Trébol,2452,0
3ece1765-57f5-4658-9069-7197697dfed6,4bfb2dd5-6f1f-475f-8dfa-3073d34d9f8a,310,5,Campo magnético,Suerte menor,Codicia,Campo magnético,5738,0
3ee3746c-c341-4f1a-ba80-4295ca37491e,fa29c145-da90-4e54-ab17-34b98261236e,139,5,Puntería I,Aura intensa,Viento esquivo,Puntería I,2515,0
3eeaa064-3244-4082-89fd-dca083f7b33e,2e50ed36-00fb-4893-87be-ca4faa89845a,49,3,Aura I,Daño II,Regeneración I,Daño II,1583,0
3f17bdb9-2868-43db-91a8-f6a2c378985e,9587088e-2b70-400c-959b-ed89dcdcc02a,49,2,Vampirismo II,Regeneración I,Venganza I,Vampirismo II,7544,0
3f17c4a8-21e4-4281-b9a5-8f918c073e6a,40670b81-b267-43df-9a3a-56f504bf6354,49,3,Vampirismo I,Vitalidad II,Esquiva I,Vitalidad II,3479,0
3f24b6fb-0e60-4b5c-9871-82529edc3014,92d8e45d-01ab-4c73-a57a-7ca89a92dea1,155,5,Aura I,Pulso I,Venganza II,Venganza II,5102,0
3f25a98e-e8f1-4f3b-a478-c39301bceecc,8c8dc550-93e5-4ed0-b7de-35848833931a,97,4,Furia,Vampirismo I,Onda expansiva,Furia,1380,0
3f3a8cd6-231d-4827-8aea-d3dfa7b07c4a,e8e70be3-66e8-4abd-8157-b58ad3ccc5e4,49,2,Pulso II,Sabiduría,Alcance II,Sabiduría,11733,0
3f4481f6-022c-4f15-8f33-c741afdf7c67,bd4d300a-53d4-4b24-ad46-64d19ab0e84c,34,2,Venganza I,Cadencia I,Daño I,Cadencia I,4539,0
3f52eabc-b8b3-4e49-a289-1a93bbff9c9b,93bad4a3-b6cc-4716-8212-ae631efe5f35,63,3,Vampirismo II,Vampirismo I,Fortuna legendaria,Fortuna legendaria,1405,0
3f5b9a15-716c-4333-9684-ee9c44c1046f,e509480d-9abc-448c-99a2-b370493a7de2,73,2,Alcance I,Cadencia I,Venganza I,Cadencia I,357,0
3f7ecae3-513c-45c3-8d91-09aef18fc5e0,bd717d47-60ae-4fdb-a0cb-1c515c1c3f27,155,5,Suerte menor,Puntería I,Regeneración III,Puntería I,3656,0
3f83e4ef-04e3-4195-b760-1a4e68eb3513,9cd9cb7a-588c-4e2b-be05-e8bb79f9757f,44,2,Regeneración I,Esquiva II,Cadencia II,Cadencia II,2344,0
3f984bf4-ba53-444d-8015-99ff257c802b,bd4d300a-53d4-4b24-ad46-64d19ab0e84c,115,4,Daño II,Botas ligeras,Esquiva II,Daño II,1917,0
3fad3040-a274-4d4a-bb60-728ea0510ae2,e31732b1-438f-479a-8775-5b6ba5b93d43,93,3,Botas veloces,Cadencia II,Alcance I,Cadencia II,10970,0
3fafa41d-0bb2-4327-81bc-b330e3c60be9,f71018c8-d3bc-48d5-a035-7382d9ac5e63,25,1,Regeneración I,Alcance I,Daño masivo,Alcance I,9818,0
3fcb087d-a8e9-47af-9b82-b9e458566ac1,aa655d65-e325-4f24-aa9d-7f7fc515f2aa,60,3,Reflejos felinos,Venganza II,Llama eterna,Llama eterna,1268,0
3fd59194-01a4-4eee-89d0-35762f4238dc,54448c6e-91f8-473c-9073-92b6e431d4a0,68,4,Vitalidad II,Viento esquivo,Corazón de hierro,Corazón de hierro,3267,0
3fe11471-85c3-4021-a175-a1a4321eae87,f5a67edd-38e5-474f-b534-8a441e3b4aa9,585,5,Aniquilación,Trébol,Daño II,Aniquilación,5038,0
3fe1dee5-3955-48a9-b4a7-cca7fac59e0c,12a9ff81-ed85-4e81-b71e-625079debd23,64,3,Esquiva I,Trébol,Regeneración II,Regeneración II,2532,0
40001520-adac-4c43-a603-54c8e1739c92,4c3ee856-dc8a-44b9-af4c-599ed8f7cff0,314,5,Codicia,Sabiduría,Suerte menor,Sabiduría,4242,0
400a04f2-3423-48b3-8faa-c08ef52dfad6,79e087ca-270b-4087-b0d4-9d9464369fbd,57,2,Suerte,Aura I,Esquiva I,Suerte,10877,0
402c8cf5-af32-44ce-a147-b6ca85e65c88,8e67c14b-098a-4790-8301-ab832419230f,269,5,Aura I,Botas veloces,Daño masivo,Daño masivo,1237,0
40338bbb-4622-4687-9442-4c5a60b0b831,a0bf9a3f-dcc7-48b9-953c-ec94412c791d,73,2,Campo magnético,Alcance II,Botas ligeras,Campo magnético,8116,0
4049da4f-9319-4a69-830b-f22fef72b9f8,1004050c-e64e-441a-b2d5-113a08160a55,13,1,Suerte menor,Reflejos felinos,Aura I,Suerte menor,5932,0
4052c5a3-10f2-4e78-810a-f078a7347a63,92d8e45d-01ab-4c73-a57a-7ca89a92dea1,75,3,Vampirismo I,Suerte mayor,Codicia,Suerte mayor,5795,0
4059a622-cd3b-4b8e-b982-df85c62953ee,51e201a5-8671-4003-b7bf-2453a27f8181,37,2,Regeneración II,Esquiva II,Bastión,Regeneración II,7141,0
40699ad6-a4b8-4e36-b1a3-04a2967c3205,3b58d74b-cc08-487e-9868-de651ad91a67,60,3,Alcance I,Flecha ardiente,Codicia,Flecha ardiente,1667,0
406a3a42-da3a-44ae-a515-f4568972312b,035e4ae5-9b01-49a1-80bb-bfd33381c569,66,2,Cadencia I,Venganza III,Reflejos felinos,Venganza III,2932,0
406f736f-e02f-4b1a-bf3c-440123b1c94d,8e67c14b-098a-4790-8301-ab832419230f,167,4,Vampirismo I,Trébol,Regeneración III,Trébol,3099,0
4078176c-c42c-4899-888b-813837a24b27,d4278cff-e28c-4a9e-bfb9-0f0b9f7256e8,72,2,Imán II,Daño masivo,Regeneración II,Imán II,4283,0
408db9a9-f7d6-44dc-977b-6002ca7387a3,eb6ae233-5b63-4bfa-b563-5d9dab5e9da8,48,2,Daño II,Bastión,Imán I,Bastión,8587,0
408e175e-1a71-412e-babd-8aca2f746b32,36f78638-69ff-473d-91cc-cd779e015bf1,8,1,Cadencia I,Suerte menor,Venganza I,Cadencia I,18120,0
4093061f-6e1f-4163-87db-44fc1b5a70db,5301e41a-4687-4d81-abd5-9103dd9d50e5,94,4,Lluvia de flechas,Vampirismo IV,Venganza letal,Venganza letal,1162,0
409c8fe9-50b1-4b07-9cef-4ce1121c8b9a,42f13b81-8a0e-4acd-8ce8-8270f40d08b1,18,1,Vitalidad II,Cadencia I,Botas veloces,Botas veloces,2579,0
40aebf3b-22f2-4c5a-974e-67cb5ced8959,09726140-1472-4f52-8046-609564f04c30,57,3,Venganza II,Venganza I,Vitalidad II,Venganza II,2208,0
40c91ea3-04a9-4750-b221-e6e6a786cec5,39139dd7-19b0-4fa3-9fb3-94f2cdf42553,146,4,Onda expansiva,Puntería I,Venganza IV,Venganza IV,5858,0
40d23a40-b8e1-49b3-a972-ea3373727303,f71018c8-d3bc-48d5-a035-7382d9ac5e63,129,5,Regeneración I,Aura I,Daño II,Daño II,4300,0
40d43277-1a3f-45d2-b548-8f8b6b4b986c,09726140-1472-4f52-8046-609564f04c30,74,4,Daño II,Cadencia II,Esquiva I,Daño II,2013,0
40eaeb0a-52c7-45bd-a371-99c84f9226f0,0c266f69-0927-4d71-b084-d2a9b2ea6880,100,3,Puntería II,Regeneración I,Daño I,Puntería II,1466,0
40ee56d2-691f-4aa7-a99e-5d5e90c79e3b,eca21d22-361e-4144-ac20-b2387c331e66,136,5,Vampirismo I,Regeneración I,Imán II,Imán II,1471,0
40f4bb66-e0ee-480c-81a2-f81cdc188856,3b58d74b-cc08-487e-9868-de651ad91a67,24,1,Cadencia II,Imán I,Vampirismo II,Cadencia II,6096,0
40f4c311-ed3d-41e1-a85b-af6d253a0fb5,a6d1ed5d-2cb9-4cee-ab6d-4425ab35a53d,49,3,Puntería I,Daño I,Cadencia I,Cadencia I,2354,0
40fa9635-7c7b-46d0-b77f-795059428fdc,3f71376e-8540-44d6-8916-5cd239cd8db6,145,4,Alcance II,Aura intensa,Pulso I,Alcance II,1313,0
41049bba-a6d7-442b-b2b2-6a5e0f7cbff3,6f5d4349-239d-44b8-98da-4828fdc75a5c,55,3,Bastión,Cadencia I,Puntería II,Cadencia I,7105,0
4107b471-d216-4eca-9fbc-802c371b37a8,1032cea7-f187-49e0-9ef5-dab0008fd52b,115,3,Esquiva II,Venganza I,Imán I,Venganza I,1005,0
4108a1fd-f4e0-4296-8caa-b4e8ec0a8c80,7f9a2bfb-e0f8-4dd3-9aad-991db4caf9bf,235,5,Bastión,Alcance I,Imán II,Alcance I,1618,0
41116f12-96a1-4a37-8096-943f505f47bf,65b2d718-b1e1-4b2e-90c8-b45bf09c8a0c,197,5,Corazón de hierro,Viento esquivo,Aura I,Viento esquivo,4581,0
4117c642-c296-41ba-aba0-fe9ace3601c9,c26f96e0-4ce9-4a54-9f0d-d845d54f3f5e,118,4,Alcance I,Codicia,Suerte mayor,Suerte mayor,187,0
41184838-c612-43d6-aac4-d4f440264ee9,6683724d-4b30-470e-b677-f0abfa3ca6d2,210,4,Alcance II,Botas veloces,Puntería I,Alcance II,4143,0
4130b6a2-0232-4170-adf7-7bc1246219e0,e8892054-5eeb-4a73-888c-042ff814e38b,24,1,Flecha ardiente,Venganza III,Puntería I,Venganza III,11168,0
415eaee7-be79-4bcf-8c6a-053156e0094b,f09784ea-cb6a-4d4f-8b68-c36060821e1a,89,3,Regeneración II,Alcance II,Aura I,Alcance II,3780,0
4160aed0-73a5-4f50-8e1d-65bf7d432ba7,dc71cb76-5231-40eb-9cb1-dd33e312d796,247,5,Aura intensa,Vampirismo II,Rebote,Rebote,2555,0
41779b13-64ed-4c72-908c-6f404b78e651,0af94b2a-fe69-479c-b598-81d3a6b77610,86,3,Botas veloces,Daño I,Trébol,Botas veloces,2634,0
4184bb03-523a-4d01-a3fa-f19cc670d3d0,1dce3196-e3f5-479c-9b38-f50703b0e15d,31,1,Codicia,Flecha extra,Suerte menor,Flecha extra,5331,0
41854f4c-91b0-446d-8ed3-12767bb0567f,bd717d47-60ae-4fdb-a0cb-1c515c1c3f27,124,4,Imán II,Trébol,Cadencia I,Trébol,2017,0
4185ef5c-ccb9-4213-982d-9b7678e5ae46,4c3ee856-dc8a-44b9-af4c-599ed8f7cff0,40,2,Vampirismo II,Cadencia II,Daño I,Cadencia II,5405,0
419728dd-79b7-4978-9442-1767f6449bab,b329c955-b2ea-4ee5-a9a9-c23be8ef1b97,111,3,Puntería I,Alcance I,Suerte menor,Alcance I,3027,0
41a1d17b-c223-4c9d-85e4-e092c45c5c10,202b46e4-ad32-49b1-a99e-7a43a68118f3,22,1,Imán I,Llama eterna,Vampirismo IV,Llama eterna,6128,0
41c19191-0174-4e5a-b8c2-7fa4a55f381b,79cce2e0-a462-4d63-81d1-e8d2ee2a09fc,44,2,Cadencia II,Regeneración IV,Imán II,Cadencia II,1623,0
41c53c0a-9a32-44bc-91c1-ae480891f47f,dd46af74-5e44-481c-961c-44a1df094eb7,398,5,Botas ligeras,Venganza III,Regeneración III,Botas ligeras,6276,0
41e617d2-2df9-4bdf-ae3b-fa571eb73918,a6d1ed5d-2cb9-4cee-ab6d-4425ab35a53d,17,1,Daño I,Flecha ardiente,Trébol,Daño I,1781,0
41e9c9ff-f516-47b8-aba2-940b717417ad,70148665-4c49-4e80-9e8d-bfddc9aaebd0,42,2,Suerte,Cadencia I,Corazón de hierro,Cadencia I,1713,0
41ecfa7a-0678-4b1d-8f75-331bea343d77,a8d1c687-19dd-45e2-9790-065afb18364c,54,2,Venganza II,Esquiva II,Suerte mayor,Suerte mayor,3825,0
41ee0c3f-c7a8-4f0e-bbdb-1f656fa46a15,f71018c8-d3bc-48d5-a035-7382d9ac5e63,60,3,Pulso I,Venganza I,Suerte menor,Pulso I,9614,0
41ee2463-81c9-4330-be71-6abbf9e3743d,42f13b81-8a0e-4acd-8ce8-8270f40d08b1,192,4,Botas veloces,Cadencia II,Daño masivo,Daño masivo,1588,0
41fcd84f-4990-4b10-a3d6-399a8c676bab,bd717d47-60ae-4fdb-a0cb-1c515c1c3f27,188,5,Imán II,Codicia,Aura I,Aura I,4179,0
4202fa68-b5f7-4d8b-8c6f-a2713260df73,fa29c145-da90-4e54-ab17-34b98261236e,51,2,Imán I,Venganza I,Aura I,Venganza I,5400,0
